#,OBJECTID,Código de la remoción en masa,Región,Tipo de remoción en masa,Tipo de material,Clasificación de remoción en masa,Detonante,Día del evento,Mes de inicio del evento,Año del evento,Estación de ocurrencia del evento,Método de obtención de la información,Fuente de la información,Autor de la fuente,Nota,Enlace de documento asociado,Latitud,Longitud,Precisión de coordenadas
583,576,RM-2014-19-004,Los Lagos,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,4,Junio,2014,Otoño (del 21-03 al 20-06),,2014. Minuta: Remociones en masa en sectores de Puerto Montt Observaciones Preliminares.,"Derch, P. Quiroz, D.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-19.pdf,-41.52257693,-73.04441188,Coordenadas aproximadas al sector
582,575,RM-2014-19-003,Los Lagos,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,4,Junio,2014,Otoño (del 21-03 al 20-06),,2014. Minuta: Remociones en masa en sectores de Puerto Montt Observaciones Preliminares.,"Derch, P. Quiroz, D.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-19.pdf,-41.50759804,-72.99884035,Coordenadas exactas
581,574,RM-2014-19-002,Los Lagos,3,Sin información,Deslizamiento indeterminado,Lluvias,4,Junio,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Minuta: Remociones en masa en sectores de Puerto Montt Observaciones Preliminares.,"Derch, P. Quiroz, D.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-19.pdf,-41.50759804,-72.99884035,Coordenadas exactas
580,573,RM-2014-19-001,Los Lagos,3,Sin información,Deslizamiento indeterminado,Lluvias,4,Junio,2014,Otoño (del 21-03 al 20-06),,2014. Minuta: Remociones en masa en sectores de Puerto Montt Observaciones Preliminares.,"Derch, P. Quiroz, D.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-19.pdf,-41.49232234,-72.81290578,Coordenadas exactas
579,572,RM-2014-18-001,Los Lagos,3,Sin información,Deslizamiento indeterminado,Sin información,2,Junio,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Minuta: Peligro de remoción en masa en Sector La Quebrada de Puerto Varas/ Derch, P. Quiroz, D. 2014. Minuta: Peligro de remoción en masa en Sector La Quebrada de Puerto Varas","Derch, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-18.pdf,-41.32124073,-72.98309613,Coordenadas aproximadas al sector
578,571,RM-2014-17-001,Los Lagos,3,Sin información,Deslizamiento indeterminado,Lluvias,17,Enero,2014,Verano (del 21-12 al 20-03),Observado en terreno,"2014. Inspección técnica a viviendas que se ubican en el ex camino a Media Luna, sector camino Bellavista, Balneario Pelluco en Puerto Montt y que colinda con el antiguo camino Lintz.","Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-17.pdf,-41.48401795,-72.89935063,Coordenadas exactas
577,570,RM-2014-16-001,Los Ríos,3,Sin información,Deslizamiento indeterminado,Lluvias,25,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Inspección técnica a viviendas en Población Santa Mónica, evaluación de estabilidad del talud, La Unión.","Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-16.pdf,-40.31056864,-73.08491604,Coordenadas exactas
576,569,RM-2014-15-003,Arica y Parinacota,1,Sin información,Caída indeterminada,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Otro,"2014. Informe Técnico: Terremoto de Iquique, Mw=8.2 (1 de Abril de 2014)","Barrientos, S.; Centro Sismológico Nacional",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-15.pdf,-18.80926977,-69.92046487,Coordenadas inexactas ubicadas a nivel de regiones o nacional
575,568,RM-2014-15-002,Antofagasta,1,Sin información,Caída indeterminada,Evento Sísmico,1,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Informe Técnico: Terremoto de Iquique, Mw=8.2 (1 de Abril de 2014)","Barrientos, S.; Centro Sismológico Nacional",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-15.pdf,-23.53894159,-70.23597631,Coordenadas inexactas ubicadas a nivel de regiones o nacional
574,567,RM-2014-15-001,Tarapacá,1,Sin información,Caída indeterminada,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Informe Técnico: Terremoto de Iquique, Mw=8.2 (1 de Abril de 2014)","Barrientos, S.; Centro Sismológico Nacional",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-15.pdf,-20.30812792,-69.91483461,Coordenadas inexactas ubicadas a nivel de regiones o nacional
573,566,RM-2014-14-029,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.71956303,-70.37859705,Coordenadas exactas
572,565,RM-2014-14-028,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.7116943,-70.40898799,Coordenadas exactas
571,564,RM-2014-14-027,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.77486662,-70.42545648,Coordenadas exactas
570,563,RM-2014-14-026,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.76526185,-70.47031984,Coordenadas exactas
569,562,RM-2014-14-025,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.62376307,-70.32683966,Coordenadas exactas
568,561,RM-2014-14-024,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.62384813,-70.3221651,Coordenadas exactas
567,560,RM-2014-14-023,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.6228574,-70.3122751,Coordenadas exactas
566,559,RM-2014-14-022,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.56585469,-70.37577286,Coordenadas exactas
565,558,RM-2014-14-021,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.49084253,-70.39307831,Coordenadas exactas
564,557,RM-2014-14-020,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.49206381,-70.39486345,Coordenadas exactas
563,556,RM-2014-14-019,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.58890982,-70.37078052,Coordenadas exactas
562,555,RM-2014-14-018,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.67737057,-70.38974406,Coordenadas exactas
561,554,RM-2014-14-017,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.76937276,-70.47200468,Coordenadas exactas
560,553,RM-2014-14-016,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.76021428,-70.46361093,Coordenadas exactas
559,552,RM-2014-14-015,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.75299743,-70.45323852,Coordenadas exactas
558,551,RM-2014-14-014,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.6931724,-70.41292751,Coordenadas exactas
557,550,RM-2014-14-013,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.68914516,-70.41188393,Coordenadas exactas
556,549,RM-2014-14-012,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.67473182,-70.40196296,Coordenadas exactas
555,548,RM-2014-14-011,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.67184156,-70.40001033,Coordenadas exactas
554,547,RM-2014-14-010,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.64492926,-70.38698963,Coordenadas exactas
553,546,RM-2014-14-009,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.63142794,-70.37381057,Coordenadas exactas
552,545,RM-2014-14-008,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.61374149,-70.37628213,Coordenadas exactas
551,544,RM-2014-14-007,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.61056592,-70.37692521,Coordenadas exactas
550,543,RM-2014-14-006,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.57977689,-70.39239859,Coordenadas exactas
549,542,RM-2014-14-005,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.58300983,-70.37109157,Coordenadas exactas
548,541,RM-2014-14-004,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.53695739,-70.37350327,Coordenadas exactas
547,540,RM-2014-14-003,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.53169067,-70.37573075,Coordenadas exactas
546,539,RM-2014-14-002,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.50349238,-70.42531121,Coordenadas exactas
545,538,RM-2014-14-001,Antofagasta,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,"2014. Geología para el ordenamiento territorial: área de Antofagasta, Región de Antofagasta","Falcón, M.F.; Arenas, M.; Carrasco, R.; Fernández, J.; Gajardo, A.; Huerta, S. y otros",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-14.pdf,-23.49951593,-70.42857818,Coordenadas exactas
544,537,RM-2014-13-002,Los Lagos,3,Sin información,Deslizamiento indeterminado,"Vibración artificial (tráfico, explosiones, hincado de pilotes, otro)",10,Mayo,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Estudio de peligros de remociones en masa en la ladera de Calle Colón de Puerto Varas, Región de Los Lagos.","Garrido, N.; Derch, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-13.pdf,-41.32565046,-72.97929193,Coordenadas aproximadas al sector
543,536,RM-2014-13-001,Los Lagos,3,Sin información,Deslizamiento indeterminado,"Vibración artificial (tráfico, explosiones, hincado de pilotes, otro)",9,Mayo,2014,Otoño (del 21-03 al 20-06),,"2014. Estudio de peligros de remociones en masa en la ladera de Calle Colón de Puerto Varas, Región de Los Lagos.","Garrido, N.; Derch, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-13.pdf,-41.32478714,-72.98501794,Coordenadas aproximadas al sector
542,535,RM-2014-12-005,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-565, A-555 y A-525, Comuna de Huara.","Arenas, M. y Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-12.pdf,-19.79551075,-69.27384966,Coordenadas exactas
541,534,RM-2014-12-004,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-565, A-555 y A-525, Comuna de Huara.","Arenas, M. y Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-12.pdf,-19.80080295,-69.28750239,Coordenadas aproximadas al sector
540,533,RM-2014-12-003,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-565, A-555 y A-525, Comuna de Huara.","Arenas, M. y Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-12.pdf,-19.87207294,-69.42464332,Coordenadas exactas
539,532,RM-2014-12-002,Tarapacá,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-565, A-555 y A-525, Comuna de Huara.","Arenas, M. y Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-12.pdf,-19.86658507,-69.39022405,Coordenadas exactas
538,531,RM-2014-12-001,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-565, A-555 y A-525, Comuna de Huara.","Arenas, M. y Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-12.pdf,-19.91642885,-69.49628644,Coordenadas aproximadas al sector
537,530,RM-2014-11-002,Tarapacá,1,Sin información,Caída indeterminada,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-16 y A-616, Comunas de Iquique y Alto Hospicio.","Arenas, M.; Marín, M.; Sepúlveda, F.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-11.pdf,-20.26747186,-70.11257585,Coordenadas exactas
536,529,RM-2014-11-001,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños y evaluación de peligros geológicos en las rutas A-16 y A-616, Comunas de Iquique y Alto Hospicio.","Arenas, M.; Marín, M.; Sepúlveda, F.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-11.pdf,-20.25614475,-70.11353869,Coordenadas exactas
535,528,RM-2014-10-005,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños en el sector portuario y evaluación de peligros geológicos en el monumento al marinero desconocido, Comuna de Iquique","Marín, M. ; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-10.pdf,-20.18668187,-70.13762887,Coordenadas exactas
534,527,RM-2014-10-004,Tarapacá,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños en el sector portuario y evaluación de peligros geológicos en el monumento al marinero desconocido, Comuna de Iquique","Marín, M. ; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-10.pdf,-20.1779422,-70.139441,Coordenadas exactas
533,526,RM-2014-10-003,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños en el sector portuario y evaluación de peligros geológicos en el monumento al marinero desconocido, Comuna de Iquique","Marín, M. ; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-10.pdf,-20.17743508,-70.13961913,Coordenadas exactas
532,525,RM-2014-10-002,Tarapacá,3,Suelo/Sedimento,Deslizamiento de grava/arena/detritos,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños en el sector portuario y evaluación de peligros geológicos en el monumento al marinero desconocido, Comuna de Iquique","Marín, M. ; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-10.pdf,-20.17541293,-70.1421402,Coordenadas exactas
531,524,RM-2014-10-001,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observaciones de daños en el sector portuario y evaluación de peligros geológicos en el monumento al marinero desconocido, Comuna de Iquique","Marín, M. ; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-10.pdf,-20.20088349,-70.1572462,Coordenadas exactas
530,523,RM-2014-09-002,Tarapacá,4,Suelo/Sedimento,Propagación por licuefacción de arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación y evaluación de daños y evaluación de peligros geológicos en la Comuna de Alto Hospicio.,"Jara, C.; Carrasco, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-09.pdf,-20.28401162,-70.09593637,Coordenadas exactas
529,522,RM-2014-09-001,Tarapacá,4,Suelo/Sedimento,Propagación por licuefacción de arena/limo,Evento Sísmico,1 y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación y evaluación de daños y evaluación de peligros geológicos en la Comuna de Alto Hospicio.,"Jara, C.; Carrasco, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-09.pdf,-20.2565804,-70.10465713,Coordenadas exactas
528,521,RM-2014-08-001,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación y evaluación de daños en los colegios Humberstone, De la Costa, Antamara, Arabian British School (IQRA), Mahatma","Bobadilla, H.; Jara, C.; Carrasco, F.; Marín, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-08.pdf,-20.27085182,-70.12377379,Coordenadas exactas
527,520,RM-2014-07-004,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en los sectores de Pabellón de Pica y Huanillos (Ruta A-1) y en la Ruta-750 (Ruta de la sal), comuna de Iquique","Marín, M. & Sepúlveda, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-07.pdf,-20.73908825,-70.15566953,Coordenadas exactas
526,519,RM-2014-07-003,Tarapacá,5,Suelo/Sedimento,Deslizamiento-Flujo de arena/limo/detritos,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en los sectores de Pabellón de Pica y Huanillos (Ruta A-1) y en la Ruta-750 (Ruta de la sal), comuna de Iquique","Marín, M. & Sepúlveda, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-07.pdf,-20.76931763,-70.14218216,Coordenadas exactas
525,518,RM-2014-07-002,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en los sectores de Pabellón de Pica y Huanillos (Ruta A-1) y en la Ruta-750 (Ruta de la sal), comuna de Iquique","Marín, M. & Sepúlveda, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-07.pdf,-20.9267019,-70.12799499,Coordenadas aproximadas al sector
